,comment,type,sentiment
1931,কিছু মানুষ সত্যিই ২৫শে মারা জায়! তবে এ মৃত্যু মানুষের বা আত্মার নয়। এই মৃত্যু হলো &#39;সপ্নের&#39; কিংবা &#39;আবেগের&#39; অথবা &#39;ইচ্ছার&#39;,emotional,negative
1932,সাড়ে পঁচিশ,informative,neutral
1933,manush 25 e more karon tar sopno purun na korar karone..hoito ami o sei katare,emotional,negative
1934,99% student here,informative,neutral
1935,also known as মুভির ভিডিওর সাথে গানটা শুনে শুনতে আইলাম এখানে,informative,neutral
1936,গানের ভাষা গুলো,informative,neutral
1937,সব মানুষ ২৫আগে মারা জায় শুধু একটু বেঁচে থাকার অভিনয়,opinion,negative
1938,কলিজা কাপায়,emotional,negative
1939,"আমার বয়স মাত্র 12, বছরের প্রথম ভেবেছিলাম হয়তো এই বছর টা ভালো যাবে কিন্তু না, সেটা আর হলো না, এমন কোন রাত নেই আমাকে কান্না করতে হয়নি, আমি বুঝলাম না আমার জীবনটাকে নিয়ে আমার মা বাবা কেনো এইরকম করলো, দেখতে দেখতে এই বছর টা কেটে গেল, সত্যি আমার কথাগুলো কাউকে বলতে পারবি না, খুব কষ্ট হয়, মনে হয় যেন মরে যায়,আশা করি পরের বছর ভালো কাটবে, এই আশা নিয়ে বেঁচে আছি",emotional,negative
1940,আমি তো ২০ এই মরে গেছি,emotional,negative
1941,"সময় মানুষকে বদলে দেয়.! এমন মানুষকেও বদলে দেয়, যাদের তুমি ভেবেছিলে–চিরকাল পাশে থাকবে।",emotional,negative
1942,মানুষ কি শুধু প্রেমে ব্যর্থ হলে মরে কিছু মানুষ ব্যর্থ সন্তান হয়েও মরে আমি ২৫ এর আগেই মরেছি ২৫ এ না আমি ১৫ তেই মরেছি,emotional,negative
1943,ami to more geci 5 bochur boyos a family are or our vuler karone arek bar morlam ekta vul manus okay valobeshe 16 te uffs vai jivon,emotional,negative
1944,মানে কি কিছু মানুষ কি ২৫ বছরেই মরে যায়..?,question,neutral
1945,এখানে কমেন্টে দেখলাম অনেকেই বলেছে ভালোবাসায় ছেকা খাওয়াকে মরে যাওয়া বলেনা।আসলে একটা কথা কি জানেন? যে আসলেই ভালোবেসেছে সেই জানে ভালোবাসার বিচ্ছেদ এর কি স্বাদ।আর পরিবার!!সাথে যদি পরিবারের স্বাদটাও সেই ব্যাথার সাথে এড হয়। তাহলে সেই একজনি ফিল করতে পারবে বেচে থেকেও মরার স্বাদ টা আসলে কেমন।,emotional,negative
1946,"সত্যিই ২৫ পার হলেই পড়াশোনা শেষ হয়ে আসে।পালা আসে পরিবারের দেখাশোনা করা,ভালো আয় রোজকার করা।কিন্তু সেটা করা হয়না,বাড়ে শুধুই চাপ।তারপরের কাহিনি প্রতিটা ছাত্রদেরই জানা।খুব বাস্তব লিরিক্স।",emotional,negative
1947,sundor,emotional,positive
1948,মা মারা গেছে ১৬ বছর বয়সে আর বাবা ২১ বছর বয়সে। সেই থেকেই বেঁচে আছি মরে গিয়েও। ধন্যবাদ এমন জীবনমুখী গানের জন্য ।,emotional,neutral
1949,গান ত ওনেক বের হবে কিন্তু জুগ জুগ থেকে জাবে এগুলা,opinion,negative
1950,বেকার জীবনটা কতোটা ভয়ংকর সুধু তারাই জানে যারা বেকার হয়ে জীবন পার করতেছে,emotional,negative
