clean_comment_v1,clean_comment_v2,sentiment,type
wow nice jotoi minar ar gan suni totoi ami pagol hoye jaii lv u minar vai,wow nice jotoi minar ar gan suni totoi ami pagol hoy jaii lv u minar vai,2,0
love u minar brotmr kontho,love u minar brotmr kontho,2,0
thanks for your comment please subscribe to our youtube channel for more upcoming releases,thank comment pleas subscrib youtub channel upcom releas,2,0
i love u minar bro,love u minar bro,2,0
minar is a one pis,minar one pi,2,0
bangla number 1 music song,bangla number music song,2,0
minar bro,minar bro,1,0
awesome,awesom,2,0
just blown away love this,blown away love,2,0
nice dost ami ajke akta kotha bolte chai to ami jarin name akta me ke love kori but se amke love kore kno bolbi,nice dost ami ajk akta kotha bolt chai ami jarin name akta ke love kori se amk love kore kno bolbi,1,0
মিনারের কারণেই হিন্দি গান ছেড়েছি আমি,মিনার কারণে হিন্দি গান ছেড়েছি,2,0
মিনারের কারণেই হিন্দি গান ছেড়েছি আমি,মিনার কারণে হিন্দি গান ছেড়েছি,2,0
করলাম জলদি করে কাতার থেকে আছি সব সময়,কর জলদি কাতা আছি সময়,1,0
করলাম জলদি করে কাতার থেকে আছি সব সময়,কর জলদি কাতা আছি সময়,2,0
thz song deserves 100m views,thz song deserv m view,2,0
thz song deserves 100m views,thz song deserv m view,2,0
অনেক শক্তিশালী মোডারেটার হয়ে উঠছেন নবনীতা নির্মোহ থাকুন যেমন্টা আছেন,শক্তিশালী মোডারে উঠছ নবনীতা নির্মোহ থাকুন যেমন্ আছ,2,0
nobonitar moto ekta magike ke upostaponar daitto kun pagole dilo,nobonitar moto ekta magik ke upostaponar daitto kun pagol dilo,0,0
সালা দালালি কর কার,সালা দালা কর কার,0,0
this beautiful women tried to get follow of some of the indian reporter in terms of reminds and do not underestimate the so called,beauti women tri get follow indian report term remind underestim call,0,0
this beautiful women tried to get follow of some of the indian reporter in terms of reminds and do not underestimate the so called,beauti women tri get follow indian report term remind underestim call,1,0
is he son of mohiuddin chowdhury or a goat fowl a lire he think he is a politician but he is halite talkative,son mohiuddin chowdhuri goat fowl lire think politician halit talk,0,0
nawfel akta unculture,nawfel akta uncultur,0,0
নওফেল নাম্বার ওয়ান ছাগল,নওফেল নাম্ব ওয়ান ছাগল,0,0
চৌধুরী সাহেবের ছেলে রাস্তার পোলার চাইতেও খারাপ আচরন মাইনষের ঘরে জালেম জন্ম,চৌধুরী সাহেবের ছাল রাস্ত পোল চাইতেও খারাপ আচরন মাইনষ ঘরে জালেম জন্ম,0,0
beadon akta khobor kau rei kotha bolte disse na,beadon akta khobor kau rei kotha bolt diss na,0,0
joto sob murkho nia awami league desh,joto sob murkho nia awami leagu desh,0,0
joto sob murkho nia awami league desh,joto sob murkho nia awami leagu desh,0,0
এই মাগির মাংগে এসিড মারা উচিতচোদমারানি মাগি তুই দালালি করিস কেন,মাগির মাংগে এসিড মার উচিতচোদমারানি মাগি তুই দালা কর,0,0
নওফেলটা এভাবে চিল্লায় কেন বলদের বাচ্চা অশিক্ষিত নাকি চুদির বেটা,নওফেল এভাবে চিল্লায় বল বাচ্চা অশিক্ষিত চুদির বেটা,0,0
নওফেলকে ডাকেন কেন আপনারা ও বললো হেফাজত ধ্বংস করেছে কি ধংস করেছে তাকে বলে যেতে হবে বেয়াদব কথাকার,নওফেলকে ডাক আপনা বললো হেফাজত ধ্বংস ধংস বেয়াদব কথ,0,0
নওফেল ভাই এসব কথা ভাল না,নওফেল ভাই এসব কথা না,0,0
নওপেল জারজ তাইএসব বলে,নওপেল জারজ তাইএসব,0,0
hahaha mara khao,hahaha mara khao,0,0
নবনীতাকে ধন্যবাদ,নবনীতা ধন্যবাদ,2,0
যারা ফুল দয় তারা আবার আগ আক্মন করছ,ফুল দয় আগ আক্মন কর,0,0
bloody nation and bloody people don’t have manners to talk in tv pogram,bloodi nation bloodi peopl don’t manner talk tv pogram,0,0
bal do not have public support except police and bullet power only,bal public support except polic bullet power,0,0
police and bal working together,polic bal work togeth,1,0
নওফেল না জেনে বানোয়াট কথা বন্ধ করেনমূর্খতামির পরিচয় দিলেন,নওফেল না জান বানোয়াট কথা করেনমূর্খতামির পরিচয়,1,0
noefal sala ke ar dakben na,noefal sala ke ar dakben na,0,0
কথা বলার আগে কথা বললে কিভাবে কথা বলবে,কথা বল কথা বললে কথা বলবে,0,0
ms nabonita seems to be a dump stupid she talk too much as anchor,ms nabonita seem dump stupid talk much anchor,0,0
তারা কারা সেই প্রশ্ন নয়তারা কি চায়তারা কারা বলে কোটা সংস্কার এড়ানো হচ্ছে,কার প্রশ্ন নয়তা চায়তা কার কোটা সংস্ক এড়ানো,1,0
nopal is kutt leuge,nopal kutt leug,1,0
awma lueag indian dallal,awma lueag indian dallal,0,0
well done ms nabonita very good job at the same time that naufel is a stupid number one awami league agent please don’t call that idiot anymore,well done ms nabonita good job time naufel stupid number one awami leagu agent pleas don’t call idiot anymor,1,0
নওফেল একটা ছাগল ৷ ছাগলের মত মে মে করছে শুধু ছাগল ছাগলই,নওফেল এক ছাগল ৷ ছাগল মে মে ছাগল ছাগল,0,0
আওয়ামীলীগ মানে বেয়াদব,আওয়ামীলীগ বেয়াদব,0,0
আওয়ামীলীগ মানে বেয়াদব,আওয়ামীলীগ বেয়াদব,0,0
আওয়ামীলীগ মানে বেয়াদব,আওয়ামীলীগ বেয়াদব,0,0
নওফেল একটা অশিক্ষিত ছাগল টকশোতে কেন ডাকা হয়,নওফেল এক অশিক্ষিত ছাগল টকশো ডাকা,0,0
corruption creates all problems in the society corruption should be killed at the very beginning,corrupt creat problem societi corrupt kill begin,1,0
নওফেল মাদারচোদ কোটা নিয়ে রাজনীতি কেন করিস,নওফেল মাদারচোদ কোটা রাজনীতি কর,0,0
নওফেল প্রশ্ন ফাস করে পাস করছে,নওফেল প্রশ্ন ফাস পাস,0,0
দিনের বেলায় কেন আমি টিয়ারশেলের গন্ধে হলে থাকতে পারিনি নওফেল চোখে দেখেন না বিকাল মেলায় আজিজ সুপার এর দোকানকাররা দোকান বন্ধ কেন করলো,দিন বেলায় টিয়ারশেলের গন্ধে থাক নওফেল চোখে না বিকাল মেলায় আজিজ সুপ দোকানক দোকান,0,0
দিনের বেলায় কেন আমি টিয়ারশেলের গন্ধে হলে থাকতে পারিনি নওফেল চোখে দেখেন না বিকাল মেলায় আজিজ সুপার এর দোকানকাররা দোকান বন্ধ কেন করলো,দিন বেলায় টিয়ারশেলের গন্ধে থাক নওফেল চোখে না বিকাল মেলায় আজিজ সুপ দোকানক দোকান,0,0
salo tora hamla kora student dar upon chapanor jonno try korbe na,salo tora hamla kora student dar upon chapanor jonno tri korb na,0,0
মুক্তিযুদ্ধের চেতনা যদি মানতেন তাহলে বীরশ্রেষ্ঠ রুহুল আমিনের ছেলে বোতল কুড়িয়ে খেতনামুক্তিযোদ্ধা রা না খেয়ে বিনা চিকিৎসায়য় মারা যেতনাসরকারের উচিত অস্বচ্ছল মুক্তিযোদ্ধা ও তার পরিবারের জন্য কোটা রেখে বাকি টুকু সংস্কার করা উচিতমন্ত্রী সচিবের ছেলে কোটা নিয়ে কি করবে নওফল সাহেব,মুক্তিযুদ্ধ চেতনা মানত বীরশ্রেষ্ঠ রুহুল আমিন ছাল বোতল কুড়া খেতনামুক্তিযোদ্ধা রা না খায় চিকিৎসায়য় মার যেতনাসরকার অস্বচ্ছল মুক্তিযোদ্ধা পরিবার কোটা টুকু সংস্ক উচিতমন্ত্রী সচিব ছাল কোটা নওফল সাহেব,0,0
